# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 1000 bp upstream, 1000 bp downstream, 30000 bp max extension, curated regulatory domains included
A1BG	unnamed (+22875)
AQP11	unnamed (-89)
AQP12A	unnamed (+4416)
AQP12B	unnamed (+4285), unnamed (+26477)
AQP2	unnamed (-7707), unnamed (+3777)
AQP3	unnamed (-11091), unnamed (+681)
AQP5	unnamed (-7347)
AQP6	unnamed (+9339)
AQP8	unnamed (-17270), unnamed (-5895), unnamed (-3832), unnamed (+57)
AQP9	unnamed (-29912), unnamed (-27143), unnamed (-26733), unnamed (+29489)
AQR	unnamed (+70)
ARAP1	unnamed (-24797), unnamed (-21200), unnamed (-6731), unnamed (-37), unnamed (+10378), unnamed (+10629), unnamed (+14125), unnamed (+17642)
ARAP3	unnamed (-14678), unnamed (+4815), unnamed (+11152), unnamed (+12581)
ARC	unnamed (+7812)
ARCN1	unnamed (+796)
ARF1	unnamed (-10674), unnamed (-471), unnamed (+2218), unnamed (+18464)
ARF4	unnamed (-250), unnamed (-16)
ARF6	unnamed (-24685), unnamed (-10080), unnamed (-588), unnamed (-144), unnamed (+19703), unnamed (+22213), unnamed (+24261)
ARFGAP1	unnamed (+1182), unnamed (+18288)
ARFGAP2	unnamed (+28634)
ARFGEF1	unnamed (-22572), unnamed (-860), unnamed (+26704)
ARFGEF2	unnamed (-28117), unnamed (-204), unnamed (+121), unnamed (+8362), unnamed (+9191), unnamed (+27899)
ARFIP2	unnamed (+6)
ARFRP1	unnamed (+37)
ARHGAP1	unnamed (-124), unnamed (+16072), unnamed (+25225)
ARHGAP10	unnamed (-22788), unnamed (-8540)
ARHGAP11A	unnamed (-13833), unnamed (+7)
ARHGAP11B	unnamed (-13925), unnamed (-112)
ARHGAP12	unnamed (-26225), unnamed (-72)
ARHGAP17	unnamed (+984), unnamed (+26575)
ARHGAP18	unnamed (-20688), unnamed (-19007), unnamed (+26088)
ARHGAP21	unnamed (-4435)
ARHGAP25	unnamed (-19367), unnamed (-2099)
ARHGAP27	unnamed (-15772)
ARHGAP30	unnamed (+2966)
ARHGAP31	unnamed (+26471)
ARHGAP33	unnamed (+22261), unnamed (+26475), unnamed (+28098)
ARHGAP35	unnamed (+28388)
ARHGAP39	unnamed (-7853), unnamed (+28344)
ARHGAP4	unnamed (-2292)
ARHGAP40	unnamed (+20025), unnamed (+28970)
ARHGAP42	unnamed (-17276)
ARHGAP45	unnamed (-20736), unnamed (+1097), unnamed (+1368), unnamed (+7655), unnamed (+16274), unnamed (+16867)
ARHGAP8	unnamed (-13992)
ARHGDIA	unnamed (-13496), unnamed (-60), unnamed (+3059)
ARHGEF10	unnamed (-221)
ARHGEF10L	unnamed (+21178), unnamed (+24730)
ARHGEF11	unnamed (-29292), unnamed (+4390)
ARHGEF12	unnamed (-10073), unnamed (+6543)
ARHGEF15	unnamed (-5588)
ARHGEF16	unnamed (+62), unnamed (+11522)
ARHGEF17	unnamed (+26449)
ARHGEF19	unnamed (-18835), unnamed (+7409), unnamed (+17338), unnamed (+29085)
ARHGEF2	unnamed (-13104), unnamed (+7870)
ARHGEF25	unnamed (+4219), unnamed (+7912)
ARHGEF28	unnamed (-11314)
ARHGEF3	unnamed (-20908), unnamed (-68), unnamed (+18661)
ARHGEF33	unnamed (+8589)
ARHGEF37	unnamed (-19521), unnamed (-5975), unnamed (+29511)
ARHGEF7	unnamed (-2952)
ARHGEF9	unnamed (-373)
ARID1A	unnamed (-2635), unnamed (+10537), unnamed (+27441)
ARID1B	unnamed (+13991), unnamed (+29887)
ARID2	unnamed (-1932), unnamed (-694)
ARID3A	unnamed (-3530), unnamed (-927), unnamed (+18253), unnamed (+21908), unnamed (+28915), unnamed (+29174)
ARID3B	unnamed (-15188), unnamed (+5056), unnamed (+5343)
ARID4A	unnamed (-16704)
ARID5A	unnamed (-25775), unnamed (-4213), unnamed (+13441), unnamed (+22139)
ARID5B	unnamed (-6941), unnamed (-4349), unnamed (+28477)
ARIH2	unnamed (-3291)
ARIH2OS	unnamed (-563)
ARL10	unnamed (+8059)
ARL11	unnamed (-17829)
ARL13B	unnamed (+22070)
ARL14EP	unnamed (-29)
ARL15	unnamed (-15197), unnamed (-3879), unnamed (-2956)
ARL16	unnamed (-796), unnamed (+7423)
ARL17A	unnamed (+16333), unnamed (+19422)
ARL17B	unnamed (+16318), unnamed (+19441)
ARL2	unnamed (-7191), unnamed (-34)
ARL2-SNX15	unnamed (-103)
ARL2BP	unnamed (-9225), unnamed (-336), unnamed (+23910)
ARL3	unnamed (-125)
ARL4A	unnamed (-689), unnamed (-269), unnamed (+295), unnamed (+14320)
ARL4D	unnamed (-26478), unnamed (+5180)
ARL5A	unnamed (0), unnamed (+1564), unnamed (+12265)
ARL5B	unnamed (-110)
ARL5C	unnamed (-10562), unnamed (+12705)
ARL6IP1	unnamed (+422)
ARL6IP4	unnamed (+620)
ARL8B	unnamed (-13812), unnamed (-13073), unnamed (-6316), unnamed (-5407), unnamed (+52), unnamed (+4616)
ARMC1	unnamed (-7549), unnamed (-18)
ARMC10	unnamed (-60), unnamed (+288)
ARMC12	unnamed (-5045), unnamed (+14394), unnamed (+15421)
ARMC2	unnamed (-4075), unnamed (+2357)
ARMC3	unnamed (-683)
ARMC4	unnamed (-25096), unnamed (-20933)
ARMC6	unnamed (-569), unnamed (+343), unnamed (+865), unnamed (+25968), unnamed (+26429), unnamed (+26704), unnamed (+29143)
ARMC7	unnamed (-7471)
ARMC9	unnamed (-23434), unnamed (-7634)
ARMCX1	unnamed (-10)
ARMCX3	unnamed (+328)
ARMCX6	unnamed (-1)
ARMT1	unnamed (-63), unnamed (+23483)
ARNT	unnamed (+54)
ARNTL	unnamed (+25972)
ARPC1B	unnamed (+12304), unnamed (+18838)
ARPC2	unnamed (-7896)
ARPC5	unnamed (-283), unnamed (+26254)
ARPC5L	unnamed (-33), unnamed (+6418)
ARPIN	unnamed (-24659)
ARRB1	unnamed (-29143), unnamed (-3722), unnamed (+1716)
ARRB2	unnamed (-467), unnamed (+11238)
ARRDC1	unnamed (+6318), unnamed (+11872)
ARRDC2	unnamed (-7053), unnamed (+14150), unnamed (+27103)
ARRDC3	unnamed (+1552), unnamed (+28266)
ARRDC4	unnamed (-236)
ARSA	unnamed (-13943), unnamed (+4225)
ARSB	unnamed (-320)
ARSI	unnamed (-17257)
ARSK	unnamed (-56)
ART1	unnamed (-1769), unnamed (+10592)
ART3	unnamed (+15723)
ART4	unnamed (+8737)
ART5	unnamed (-1107), unnamed (-364)
ARTN	unnamed (-3581)
ARV1	unnamed (-149), unnamed (+6298)
ARVCF	unnamed (-80), unnamed (+4930), unnamed (+5852), unnamed (+9089)
ARX	unnamed (-63)
AS3MT	unnamed (-13269), unnamed (+3042), unnamed (+15958)
ASAH1	unnamed (+852), unnamed (+1558)
ASAH2	unnamed (-12225), unnamed (-11294), unnamed (+24100)
ASAP1	unnamed (+22169)
ASAP2	unnamed (-16750)
ASAP3	unnamed (+4969), unnamed (+24659)
ASB1	unnamed (-4383), unnamed (-1026)
ASB10	unnamed (-4597), unnamed (+10228)
ASB11	unnamed (+13469), unnamed (+18084)
ASB14	unnamed (-5567)
ASB16	unnamed (-11039), unnamed (-10612)
ASB2	unnamed (+6012), unnamed (+17117)
ASB6	unnamed (-2946)
ASB9	unnamed (-27424)
ASCC1	unnamed (-4569)
ASCC2	unnamed (-27499), unnamed (-195)
ASCL2	unnamed (-15169), unnamed (-6105), unnamed (-4189), unnamed (-3000), unnamed (+840)
ASCL3	unnamed (+24042)
ASCL4	unnamed (+24828)
ASF1A	unnamed (-163)
ASF1B	unnamed (-5978), unnamed (-372)
ASGR1	unnamed (-12098), unnamed (+23018)
ASGR2	unnamed (-26681), unnamed (-12386), unnamed (+23078)
ASH1L	unnamed (-29846), unnamed (-733)
ASH2L	unnamed (-12452)
ASIC1	unnamed (-6674), unnamed (-1604), unnamed (+23669)
ASIC3	unnamed (+7509)
ASIC4	unnamed (-4084), unnamed (+22)
ASIP	unnamed (+21803)
ASL	unnamed (+640)
ASMT	unnamed (+8364)
ASMTL	unnamed (-214), unnamed (+6639)
ASNA1	unnamed (+349), unnamed (+920)
ASNS	unnamed (+25411)
ASPG	unnamed (-11707), unnamed (+22417)
ASPH	unnamed (-352), unnamed (+5589)
ASPHD1	unnamed (-269), unnamed (+16365)
ASPHD2	unnamed (-29764), unnamed (-27380), unnamed (-22984), unnamed (+17895)
ASPM	unnamed (-6176), unnamed (-30)
ASPN	unnamed (-4110), unnamed (+1044), unnamed (+23261)
ASPRV1	unnamed (-13836), unnamed (+15628), unnamed (+15922)
ASPSCR1	unnamed (-12961), unnamed (-9491), unnamed (-953), unnamed (+80), unnamed (+729)
ASRGL1	unnamed (+25393)
ASS1	unnamed (-62)
ASTE1	unnamed (+6469)
ASTL	unnamed (+6773), unnamed (+15811), unnamed (+20487)
ASXL1	unnamed (-6071)
ATAD2	unnamed (-7220)
ATAD3A	unnamed (-18423), unnamed (-6993), unnamed (-6555), unnamed (-981), unnamed (-80), unnamed (+635)
ATAD3B	unnamed (-11912), unnamed (-68), unnamed (+664), unnamed (+21983)
ATAD3C	unnamed (-9275), unnamed (-8562), unnamed (+10168)
ATAD5	unnamed (+16400)
ATCAY	unnamed (-8532)
ATE1	unnamed (-24347), unnamed (-33), unnamed (+27370)
ATF1	unnamed (-351), unnamed (+4634)
ATF2	unnamed (-115)
ATF4	unnamed (-18229), unnamed (-84)
ATF6	unnamed (-68)
ATF6B	unnamed (-106), unnamed (+19905)
ATF7	unnamed (-143)
ATF7IP	unnamed (-19092)
ATF7IP2	unnamed (-29042), unnamed (-23471), unnamed (-155), unnamed (+887), unnamed (+10722), unnamed (+19547), unnamed (+22942)
ATG101	unnamed (-18811), unnamed (+31)
ATG12	unnamed (-70)
ATG14	unnamed (+2)
ATG16L1	unnamed (-13606)
ATG2A	unnamed (+1105), unnamed (+20527), unnamed (+28096)
ATG2B	unnamed (-4910), unnamed (-942)
ATG3	unnamed (-2), unnamed (+751)
ATG4B	unnamed (+1831), unnamed (+27933)
ATG4C	unnamed (-307)
ATG4D	unnamed (+8809)
ATG5	unnamed (-37), unnamed (+12442)
ATG7	unnamed (-11557)
ATG9B	unnamed (-2503), unnamed (+6503), unnamed (+13525), unnamed (+15820), unnamed (+20851), unnamed (+27849), unnamed (+29722)
ATIC	unnamed (-330), unnamed (+196)
ATL2	unnamed (-10796), unnamed (-446), unnamed (+889), unnamed (+12869)
ATL3	unnamed (+84)
ATM	unnamed (+155)
ATN1	unnamed (+13671)
ATOH1	unnamed (-13841)
ATOH8	unnamed (-16171)
ATP11A	unnamed (-12196), unnamed (+14215), unnamed (+18401), unnamed (+21781)
ATP11C	unnamed (-12150)
ATP12A	unnamed (+13895)
ATP13A2	unnamed (-11467)
ATP13A3	unnamed (-10550), unnamed (-9332), unnamed (-9038), unnamed (+10370), unnamed (+11353)
ATP13A4	unnamed (-26395)
ATP1A1	unnamed (-596), unnamed (+1138), unnamed (+4480), unnamed (+8692)
ATP1A2	unnamed (-14562), unnamed (+1215)
ATP1A3	unnamed (-6242)
ATP1A4	unnamed (+7215)
ATP1B3	unnamed (-26944), unnamed (-18023), unnamed (-516)
ATP1B4	unnamed (+18782)
ATP23	unnamed (-27510), unnamed (-14288), unnamed (-5370), unnamed (+122)
ATP2A1	unnamed (-14963)
ATP2A2	unnamed (-15165)
ATP2A3	unnamed (-19553), unnamed (-15127), unnamed (-10314)
ATP2B1	unnamed (-531)
ATP2B2	unnamed (+6220)
ATP2B3	unnamed (-1503), unnamed (+6304), unnamed (+21695), unnamed (+28266)
ATP2B4	unnamed (-18546), unnamed (-4513), unnamed (+23992)
ATP2C1	unnamed (+3189), unnamed (+25070)
ATP2C2	unnamed (-28565), unnamed (-25105), unnamed (-7064), unnamed (-456)
ATP4A	unnamed (+7749)
ATP5A1	unnamed (-194), unnamed (+96)
ATP5B	unnamed (-7858)
ATP5D	unnamed (-1369), unnamed (-52), unnamed (+5766)
ATP5E	unnamed (+570)
ATP5F1	unnamed (+310)
ATP5G1	unnamed (-356)
ATP5H	unnamed (-10), unnamed (+11553), unnamed (+11824), unnamed (+12437), unnamed (+13068), unnamed (+14387), unnamed (+16514)
ATP5I	unnamed (-2479), unnamed (-98), unnamed (+26104)
ATP5J	unnamed (+74)
ATP5J2	unnamed (-156)
ATP5L	unnamed (-2151)
ATP5L2	unnamed (-2597), unnamed (+18931)
ATP5O	unnamed (+13550), unnamed (+14101)
ATP5S	unnamed (-369), unnamed (+8901)
ATP6AP1	unnamed (+16)
ATP6AP1L	unnamed (+15894)
ATP6AP2	unnamed (-22095), unnamed (-5273), unnamed (+33)
ATP6V0A1	unnamed (-2140), unnamed (-128)
ATP6V0A2	unnamed (-6185), unnamed (+15774)
ATP6V0B	unnamed (-45)
ATP6V0C	unnamed (-12212), unnamed (-3730), unnamed (+54), unnamed (+823)
ATP6V0D1	unnamed (+32), unnamed (+20891)
ATP6V0E1	unnamed (-9)
ATP6V0E2	unnamed (-18145), unnamed (-67)
ATP6V1A	unnamed (-316)
ATP6V1B2	unnamed (-111), unnamed (+1379)
ATP6V1C1	unnamed (-1), unnamed (+17115)
ATP6V1D	unnamed (+453)
ATP6V1E1	unnamed (+7)
ATP6V1E2	unnamed (+19668), unnamed (+25053)
ATP6V1F	unnamed (-20830), unnamed (-16835), unnamed (+376), unnamed (+16924), unnamed (+20822), unnamed (+22457)
ATP6V1G1	unnamed (-25), unnamed (+15785)
ATP6V1G2	unnamed (-628)
ATP6V1G2-DDX39B	unnamed (-890)
ATP6V1G3	unnamed (-14942)
ATP6V1H	unnamed (-34)
ATP7A	unnamed (-152)
ATP7B	unnamed (+2878)
ATP8A1	unnamed (+2338)
ATP8A2	unnamed (+20214), unnamed (+22756)
ATP8B2	unnamed (+2022), unnamed (+11480), unnamed (+15257)
ATP8B3	unnamed (-14027), unnamed (+15976)
ATP8B4	unnamed (+22268)
ATP9B	unnamed (-21308), unnamed (-333)
ATPAF1	unnamed (+35)
ATPAF2	unnamed (-147), unnamed (+17714)
ATR	unnamed (-16817)
ATRAID	unnamed (-20610), unnamed (-171)
ATRIP	unnamed (-29)
ATRN	unnamed (-23943), unnamed (-61), unnamed (+6119)
ATXN1	unnamed (-22146), unnamed (-9658), unnamed (+1019)
ATXN10	unnamed (-26064)
ATXN1L	unnamed (-29278), unnamed (-19409), unnamed (-163)
ATXN2	unnamed (-26335), unnamed (-25117), unnamed (+14)
ATXN2L	unnamed (+1085)
ATXN3	unnamed (-134)
ATXN7L3	unnamed (-12556)
AUH	unnamed (-3050)
AUP1	unnamed (-760), unnamed (-20)
AURKA	unnamed (-300), unnamed (+23288), unnamed (+29125)
AURKAIP1	unnamed (-137)
AURKB	unnamed (-26819), unnamed (-16187), unnamed (-13277), unnamed (-11686), unnamed (-10374), unnamed (+595), unnamed (+14379), unnamed (+18257)
AUTS2	unnamed (-1114)
AVEN	unnamed (-462)
AVIL	unnamed (-25128)
AVL9	unnamed (+1)
AVP	unnamed (+6685), unnamed (+7486)
AVPI1	unnamed (-2523), unnamed (-255)
AVPR1B	unnamed (+23154)
AVPR2	unnamed (-17233), unnamed (-6684)
AXIN1	unnamed (-16790), unnamed (-12063), unnamed (+16214), unnamed (+28160)
AXIN2	unnamed (-18641), unnamed (-15574), unnamed (-12885), unnamed (-3416), unnamed (+10609)
AXL	unnamed (+7154)
AZGP1	unnamed (-16518), unnamed (-13184), unnamed (-3158)
AZI2	unnamed (-126)
AZIN1	unnamed (+501)
AZIN2	unnamed (-18581), unnamed (+15120), unnamed (+17526)
AZU1	unnamed (+11151)
B2M	unnamed (-106), unnamed (+13001)
B3GALNT2	unnamed (-646), unnamed (-111)
B3GALT1	unnamed (-15036)
B3GALT2	unnamed (-13), unnamed (+14973)
B3GALT4	unnamed (+3077)
B3GALT5	unnamed (+4831), unnamed (+28315)
B3GALT6	unnamed (-168), unnamed (+245), unnamed (+12186)
B3GAT3	unnamed (-98)
B3GNT2	unnamed (-10086), unnamed (+1685)
B3GNT3	unnamed (-22712), unnamed (-331)
B3GNT4	unnamed (-27370), unnamed (-18754), unnamed (-7931), unnamed (-7598), unnamed (-6544), unnamed (+3099), unnamed (+22581)
B3GNT5	unnamed (+9945)
B3GNT7	unnamed (+12808)
B3GNT8	unnamed (+19244)
B3GNT9	unnamed (+237)
B3GNTL1	unnamed (-21389), unnamed (-20327), unnamed (-17387), unnamed (-11367), unnamed (-2540), unnamed (+72), unnamed (+3330), unnamed (+10236)
B4GALNT1	unnamed (-25752), unnamed (-4899)
B4GALNT2	unnamed (-28093), unnamed (-6697), unnamed (+26200)
B4GALNT4	unnamed (-18901), unnamed (-15694), unnamed (-14508), unnamed (-8169), unnamed (+19493)
B4GALT1	unnamed (-17743), unnamed (-11811), unnamed (-5021), unnamed (+16014), unnamed (+27414)
B4GALT2	unnamed (-46)
B4GALT3	unnamed (+377)
B4GALT4	unnamed (+228)
B4GALT5	unnamed (-14208), unnamed (-11180)
B4GALT7	unnamed (-62)
B4GAT1	unnamed (-3780)
B9D1	unnamed (+1204)
B9D2	unnamed (-10969)
BAAT	unnamed (+1367), unnamed (+14477)
BABAM1	unnamed (-345), unnamed (+777)
BABAM2	unnamed (-16245), unnamed (-238), unnamed (+577)
BACE1	unnamed (+893)
BACH1	unnamed (-27285), unnamed (-512), unnamed (+970)
BACH2	unnamed (-24694)
BAG1	unnamed (+539)
BAG3	unnamed (+16741)
BAG4	unnamed (-23769), unnamed (-22704), unnamed (-73)
BAG5	unnamed (+10474)
BAG6	unnamed (+680)
BAHCC1	unnamed (-23125), unnamed (-1443), unnamed (-147), unnamed (+6695), unnamed (+17423), unnamed (+22867)
BAHD1	unnamed (-16518), unnamed (+25781), unnamed (+28145)
BAIAP2	unnamed (-21293), unnamed (-15464), unnamed (-6363), unnamed (-5952), unnamed (+22004), unnamed (+22455)
BAIAP2L1	unnamed (-28901), unnamed (-22179), unnamed (-16749), unnamed (-26)
BAIAP2L2	unnamed (+17425)
BAK1	unnamed (-10172), unnamed (-5514), unnamed (-22), unnamed (+17624)
BAMBI	unnamed (-21874), unnamed (-16072), unnamed (-2364), unnamed (+2873)
BANF1	unnamed (+134)
BANF2	unnamed (+11440)
BANP	unnamed (-24413), unnamed (-19061), unnamed (-12987), unnamed (+13469)
BAP1	unnamed (-290), unnamed (+11569)
BARD1	unnamed (-1600)
BARHL2	unnamed (-27238), unnamed (+12192)
BARX1	unnamed (+18029)
BATF	unnamed (-27348), unnamed (-2124), unnamed (-1911), unnamed (-6), unnamed (+13730), unnamed (+17495)
BATF2	unnamed (-9877), unnamed (-42)
BATF3	unnamed (-10789), unnamed (-128), unnamed (+627)
BAX	unnamed (-7598), unnamed (-3147), unnamed (-95)
BAZ1A	unnamed (+2115)
BAZ1B	unnamed (-43), unnamed (+6889)
BAZ2A	unnamed (-715), unnamed (+5961)
BAZ2B	unnamed (+2493), unnamed (+24071)
BBC3	unnamed (-11477), unnamed (+1186), unnamed (+2346), unnamed (+3186), unnamed (+5598), unnamed (+6552), unnamed (+21934)
BBOF1	unnamed (+25)
BBS10	unnamed (+2703)
BBS2	unnamed (-20082)
BBS4	unnamed (+22903)
BBS5	unnamed (+782)
BBS9	unnamed (-252)
BCAN	unnamed (-14368), unnamed (+16884), unnamed (+19594)
BCAP29	unnamed (-609)
BCAP31	unnamed (+15438)
BCAR3	unnamed (-29350), unnamed (-3366), unnamed (+480)
BCAS1	unnamed (+4741)
BCAS2	unnamed (-39)
BCAS3	unnamed (-2027)
BCAS4	unnamed (-10891), unnamed (-4729), unnamed (+23576), unnamed (+26093)
BCAT1	unnamed (-6809)
BCAT2	unnamed (-23087), unnamed (-10503), unnamed (-6896), unnamed (-5104), unnamed (-41), unnamed (+130), unnamed (+29167)
BCDIN3D	unnamed (-26109), unnamed (+3919)
BCKDHA	unnamed (-17049), unnamed (-1755), unnamed (-41)
BCKDK	unnamed (-4359), unnamed (-169)
BCL10	unnamed (-26845), unnamed (-1964)
BCL11A	unnamed (-15708)
BCL11B	unnamed (-17907)
BCL2A1	unnamed (+21387)
BCL2L1	unnamed (+23559)
BCL2L10	unnamed (-21963), unnamed (-17225), unnamed (+11804)
BCL2L11	unnamed (-29036), unnamed (-232), unnamed (+28351)
BCL2L12	unnamed (+767)
BCL2L13	unnamed (+121)
BCL3	unnamed (-14773), unnamed (-6504), unnamed (+4912)
BCL6	unnamed (-21), unnamed (+305), unnamed (+5556), unnamed (+6764)
BCL6B	unnamed (+1245)
BCL7A	unnamed (+3130), unnamed (+4115)
BCL7B	unnamed (-15315), unnamed (-4627), unnamed (-163), unnamed (+266)
BCL7C	unnamed (-898), unnamed (-56), unnamed (+18894)
BCL9L	unnamed (-29543), unnamed (-17386), unnamed (+14868)
BCLAF1	unnamed (-100)
BCLAF3	unnamed (-27545)
BCO1	unnamed (-15673), unnamed (-5512), unnamed (-2811), unnamed (+14858)
BCOR	unnamed (-13234), unnamed (-7947), unnamed (-7673), unnamed (+6777)
BCR	unnamed (-21862), unnamed (-10826), unnamed (-10022), unnamed (-3709), unnamed (+17852)
BCS1L	unnamed (-18)
BDH1	unnamed (+13965), unnamed (+25989)
BDKRB2	unnamed (-24631)
BECN2	unnamed (-14873), unnamed (+15119)
BEGAIN	unnamed (+11688), unnamed (+15150), unnamed (+19883)
BEND3	unnamed (-2008)
BEND6	unnamed (-252)
BEND7	unnamed (-2321), unnamed (+17844)
BEST1	unnamed (-26933), unnamed (+13205), unnamed (+14446)
BEST2	unnamed (+4602)
BEX2	unnamed (-65)
BEX3	unnamed (-16159)
BEX4	unnamed (-4)
BFAR	unnamed (+101), unnamed (+1476)
BFSP1	unnamed (-5785), unnamed (-2251), unnamed (+5539), unnamed (+12508)
BGN	unnamed (-20062)
BHLHA9	unnamed (-16530), unnamed (+3847)
BHLHB9	unnamed (-25410), unnamed (+8292), unnamed (+16480)
BHLHE23	unnamed (-3575)
BHLHE40	unnamed (-19710), unnamed (-15299), unnamed (-787), unnamed (-472), unnamed (-236), unnamed (+116), unnamed (+1378), unnamed (+7880), unnamed (+10052), unnamed (+10390), unnamed (+15878), unnamed (+17350), unnamed (+18032), unnamed (+18642), unnamed (+23395), unnamed (+26422)
BHLHE41	unnamed (-1469), unnamed (+10589), unnamed (+11664)
BHMT	unnamed (-4486)
BHMT2	unnamed (+4299)
BICD2	unnamed (-26665), unnamed (-154), unnamed (+11813)
BICDL1	unnamed (-1005), unnamed (-769)
BICDL2	unnamed (-5927)
BICRA	unnamed (-7805)
BID	unnamed (-14651), unnamed (-12709), unnamed (-5783)
BIK	unnamed (-14132), unnamed (-6582)
BIN1	unnamed (-21414), unnamed (+1658), unnamed (+23084)
BIN2	unnamed (-8440), unnamed (+3059), unnamed (+3699), unnamed (+23217), unnamed (+26495)
BIN3	unnamed (-12720), unnamed (-4075)
BIRC2	unnamed (-327)
BIRC5	unnamed (-9320), unnamed (+14632)
BIRC6	unnamed (0), unnamed (+21336)
BIRC7	unnamed (-3), unnamed (+2826), unnamed (+11194), unnamed (+15275), unnamed (+15701)
BIRC8	unnamed (-16844)
BIVM	unnamed (+25)
BIVM-ERCC5	unnamed (-36)
BLCAP	unnamed (-24704), unnamed (+3433)
BLM	unnamed (-18605), unnamed (-465), unnamed (-150), unnamed (+23384)
BLMH	unnamed (-9097)
BLNK	unnamed (-17874)
BLOC1S1	unnamed (+4)
BLOC1S3	unnamed (-90)
BLOC1S4	unnamed (-2956), unnamed (+15090), unnamed (+18551)
BLOC1S6	unnamed (-329)
BLVRA	unnamed (-23862), unnamed (+12582)
BLVRB	unnamed (-511), unnamed (+1143)
BMF	unnamed (-116), unnamed (+10022), unnamed (+27042)
BMI1	unnamed (-221), unnamed (+187), unnamed (+3812)
BMP1	unnamed (+24189)
BMP10	unnamed (+25329)
BMP15	unnamed (+13249)
BMP2K	unnamed (-5943), unnamed (-429)
BMP4	unnamed (+3362)
BMP6	unnamed (-25215)
BMP7	unnamed (-6471)
BMP8B	unnamed (-28577), unnamed (-25563), unnamed (-10526)
BMPR1A	unnamed (-2840), unnamed (+18608)
BMPR2	unnamed (+4582)
BMS1	unnamed (-61)
BMT2	unnamed (-375), unnamed (+6196)
BMX	unnamed (+7035)
BNC1	unnamed (-5683)
BNIP1	unnamed (-62)
BNIP2	unnamed (+214)
BNIP3	unnamed (-10729), unnamed (-12), unnamed (+19259)
BNIP3L	unnamed (+74), unnamed (+930), unnamed (+8315)
BNIPL	unnamed (-22784)
BOD1	unnamed (-26626), unnamed (-19322), unnamed (-9464), unnamed (-176), unnamed (+623), unnamed (+24426)
BOK	unnamed (-11888), unnamed (-7362)
BOLA1	unnamed (-801), unnamed (-344)
BOLA2	unnamed (-107), unnamed (+503)
BOLA2B	unnamed (-78)
BOLA3	unnamed (-1350), unnamed (+88), unnamed (+5457), unnamed (+10781)
BOP1	unnamed (+152)
BORA	unnamed (-145)
BORCS5	unnamed (+25120), unnamed (+28071)
BORCS6	unnamed (-5296), unnamed (-1418), unnamed (+585), unnamed (+2966)
BORCS7	unnamed (-9885), unnamed (-4102), unnamed (+373), unnamed (+2024)
BORCS8	unnamed (-9655), unnamed (-731), unnamed (+398)
BORCS8-MEF2B	unnamed (-60), unnamed (+12311), unnamed (+15019)
BPGM	unnamed (-6786)
BPHL	unnamed (-25795), unnamed (-24635), unnamed (+211), unnamed (+2236), unnamed (+7343), unnamed (+20690)
BPIFA1	unnamed (+21441), unnamed (+25680)
BPIFA2	unnamed (-1493), unnamed (+21725)
BPIFB1	unnamed (-25699), unnamed (-21460), unnamed (-7743), unnamed (+16172), unnamed (+28058)
BPIFB4	unnamed (+14582)
BPIFC	unnamed (-5472)
BPNT1	unnamed (+510)
BPTF	unnamed (-207)
BRAF	unnamed (-288)
BRAT1	unnamed (+22006), unnamed (+25988)
BRCA1	unnamed (-28157)
BRCA2	unnamed (-23)
BRD1	unnamed (-6899), unnamed (+16571)
BRD2	unnamed (-3894), unnamed (-3069), unnamed (-1042), unnamed (-649), unnamed (+25263)
BRD7	unnamed (-25855), unnamed (-13835)
BRD8	unnamed (-129)
BRD9	unnamed (-9999), unnamed (-35)
BRDT	unnamed (-16755), unnamed (-59)
BRF1	unnamed (-6780), unnamed (+27895)
BRF2	unnamed (-16924), unnamed (-14352), unnamed (-67), unnamed (+11259), unnamed (+27503)
BRI3	unnamed (-7721), unnamed (-65), unnamed (+518), unnamed (+5172), unnamed (+19468), unnamed (+23380)
BRINP1	unnamed (-4321)
BRIX1	unnamed (-27163), unnamed (+210)
BRK1	unnamed (-51)
BRMS1	unnamed (+6427)
BROX	unnamed (-423), unnamed (+228), unnamed (+728)
BRPF1	unnamed (-15861), unnamed (-4646), unnamed (-368)
BRSK1	unnamed (-2616), unnamed (+16880)
BRSK2	unnamed (-27650), unnamed (+6525)
BRWD1	unnamed (-3869), unnamed (0)
BSG	unnamed (-22351), unnamed (-17408), unnamed (-16372), unnamed (-160)
BSN	unnamed (-16473)
BSPRY	unnamed (-16764), unnamed (-9155), unnamed (-5612)
BST1	unnamed (-11238), unnamed (+11795)
BST2	unnamed (-1822), unnamed (+832), unnamed (+6244)
BTAF1	unnamed (-78)
BTBD1	unnamed (-23296), unnamed (-6560)
BTBD11	unnamed (+9663)
BTBD17	unnamed (+3080), unnamed (+28928), unnamed (+29395)
BTBD2	unnamed (-26379)
BTBD6	unnamed (+24219)
BTBD7	unnamed (-109), unnamed (+9640)
BTBD9	unnamed (-10406)
BTF3	unnamed (-1398), unnamed (+10274)
BTF3L4	unnamed (+137)
BTG1	unnamed (-4855), unnamed (-11)
BTG2	unnamed (-17935), unnamed (-13995), unnamed (-13632), unnamed (+826), unnamed (+6481), unnamed (+15127)
BTK	unnamed (+259)
